Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
17opN752ZQpNuoptelsNQ1,"2oSONSC9zQ4UonDKnLqksx,1wRPtKGflJrBx9BmLsSwlU","Pehli Nazar Mein","Race (Original Motion Picture Soundtrack)","Atif Aslam,Pritam",2008-03-21,312892,69,spotify:user:rmal1103401,2022-02-16T11:21:17Z,"classic pakistani pop,filmi,modern bollywood,sufi,indian instrumental",0.488,0.57,9,-5.602,1,0.0775,0.251,0,0.107,0.668,169.702,4
251PNRmJU9KcUnFQAB5t6I,"0L5GV6LN8SWWUWIdBbTLTZ,1dVygo6tRFXC8CSWURQJq2","Kal Ho Naa Ho","Kal Ho Naa Ho (Original Motion Picture Soundtrack)","Shankar-Ehsaan-Loy,Sonu Nigam",2003-09-20,321240,69,spotify:user:rmal1103401,2022-02-18T07:15:10Z,"filmi,modern bollywood",0.532,0.529,0,-8.402,1,0.0352,0.334,0.000144,0.078,0.295,81.989,4
3jtKSUiVDowKNBqVQbWaig,"7HCqGPJcQTyGJ2yqntbuyr,3nQ125TJobosBH446Dsvvv,2fMqTqiTxUDlmcOEPaQSsx","Iktara","Wake Up Sid (Original Motion Picture Soundtrack)","Amit Trivedi,Kavita Seth,Amitabh Bhattacharya",2009-08-21,253773,57,spotify:user:rmal1103401,2022-02-19T00:44:30Z,"filmi,modern bollywood,hindi indie,sufi",0.616,0.525,7,-7.065,1,0.0258,0.401,0.000484,0.309,0.427,79.976,4
1vhBaVt3YQz8XN0smvLWSC,"6ohaQzKaXrobAL8paLSaxq,61if35zz1W11GejEkxTLEQ,1TbRSunWGZ46mqnapcWxrm,2fMqTqiTxUDlmcOEPaQSsx","Tarkeebein","Band Baaja Baaraat","Salim–Sulaiman,Benny Dayal,Salim Merchant,Amitabh Bhattacharya",2010-03-11,289149,37,spotify:user:rmal1103401,2022-02-20T08:20:27Z,"filmi,indian folk,modern bollywood",0.797,0.695,0,-9.006,1,0.038,0.267,0.0000629,0.124,0.525,110.012,4
5DyYcwMw0f6z3FefXNLOHv,"6ohaQzKaXrobAL8paLSaxq,1dVygo6tRFXC8CSWURQJq2,0oOet2f43PA68X5RxKobEy,5kPOMQZvgkAEnRZqwn9SYQ","Ishq Hua","Aaja Nachle","Salim–Sulaiman,Sonu Nigam,Shreya Ghoshal,Jaideep Sahni",2007-10-18,263026,58,spotify:user:rmal1103401,2022-02-20T08:21:18Z,"filmi,indian folk,modern bollywood",0.405,0.745,2,-7.914,0,0.108,0.657,0.00552,0.117,0.751,87.452,4
2UKK9UEbKlykbmLVP1zWIQ,"19MVxKZZdPj2X0F8pi0OCT","Haule Haule","Rab Ne Bana Di Jodi (Original)","Sukhwinder Singh",2008-11-06,263967,71,spotify:user:rmal1103401,2022-02-20T08:21:24Z,"filmi,modern bollywood",0.712,0.776,5,-7.424,0,0.213,0.541,0.00000217,0.0896,0.96,89.934,4
7cWnks0lsRtpAi87COOiXK,"6ohaQzKaXrobAL8paLSaxq,3OLGltG8UPIea8sA4w0yg0,5kPOMQZvgkAEnRZqwn9SYQ","O Re Piya","Aaja Nachle","Salim–Sulaiman,Rahat Fateh Ali Khan,Jaideep Sahni",2007-10-18,379768,74,spotify:user:rmal1103401,2022-02-20T08:22:19Z,"filmi,indian folk,modern bollywood,classic pakistani pop,qawwali,sufi",0.586,0.532,11,-8.837,0,0.0328,0.779,0.000565,0.124,0.494,99.994,4
5FXMRdJjKq1BIX4e8Eg9mK,"4fEkbug6kZzzJ8eYX6Kbbp","Ajab Si","Om Shanti Om","KK",2007-09-18,241668,71,spotify:user:rmal1103401,2022-02-20T08:26:47Z,"filmi,modern bollywood",0.697,0.438,8,-8.411,1,0.0289,0.397,0,0.293,0.58,117.954,4
5NpmzFJuPJr6tHVGlJlSeE,"6ohaQzKaXrobAL8paLSaxq,2fMqTqiTxUDlmcOEPaQSsx,1TbRSunWGZ46mqnapcWxrm","Mitra","Band Baaja Baaraat","Salim–Sulaiman,Amitabh Bhattacharya,Salim Merchant",2010-03-11,242573,40,spotify:user:rmal1103401,2022-02-20T08:28:35Z,"filmi,indian folk,modern bollywood",0.612,0.604,0,-8.664,1,0.0226,0.0977,0.0000134,0.151,0.423,95.003,4
63w7tbwLxGqkvoRxbBG3lh,"6Mv8GjQa7LKUGCAqa9qqdb,1cfG7UM0OD4O1II1nd15Qo,19LIHDDSHBD5NyYHI3gpzB,4xd7mLI7urqrxELaXhAvzw","Meherbaan (From Bang Bang)","Meherbaan (From Bang Bang)","Vishal-Shekhar,Ash King,Shilpa Rao,Shekhar Ravjiani",2014-09-06,307407,0,spotify:user:rmal1103401,2022-02-20T08:30:11Z,"filmi,modern bollywood",0.591,0.531,4,-8.677,0,0.0472,0.629,0.00000387,0.499,0.478,80.971,4
4LO5DjN6Tp3UkUvgESuy2t,"2gXOOKY8mmJG6iwHrTq9gp,0FJz7XR37hH69traaHLijA,4YRxDV8wJFPHPTeXepOstw,0oOet2f43PA68X5RxKobEy","Samjhawan","Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack)","Jawad Ahmad,Shaarib Toshi,Arijit Singh,Shreya Ghoshal",2014-06-19,269184,69,spotify:user:rmal1103401,2022-02-20T08:30:59Z,"classic pakistani pop,modern bollywood,pakistani pop,filmi",0.65,0.482,4,-8.667,1,0.0281,0.293,0,0.0811,0.517,106.994,4
3TAhWtQnpoL5Vl9VQPl9fU,"0XL6ie7a0NY5FM05b9Rn5L,5TWDvkVWG1vayan1QA9q8U,1WTFOsRsg1Vzx5NzyE53JR,1BUoAbyYuvOr13MjHqgdOy","Senorita","Zindagi Na Milegi Dobara","Farhan Akhtar,Hrithik Roshan,Abhay Deol,Maria Del Mar Fernandez",2011-06-06,229575,64,spotify:user:rmal1103401,2022-02-20T08:34:00Z,"filmi,modern bollywood",0.701,0.681,9,-6.442,1,0.0466,0.134,0,0.064,0.81,122.539,4
0H2iJVgorRR0ZFgRqGUjUM,"1wRPtKGflJrBx9BmLsSwlU,4YRxDV8wJFPHPTeXepOstw","Channa Mereya (From Ae Dil Hai Mushkil)","Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition]","Pritam,Arijit Singh",2016-10-26,289333,75,spotify:user:rmal1103401,2022-02-20T08:34:30Z,"filmi,indian instrumental,modern bollywood",0.476,0.788,9,-4.821,0,0.0446,0.237,0.0000249,0.106,0.746,90.066,4
6M2UnI1LnXuXlWU54CKmKx,"6Mv8GjQa7LKUGCAqa9qqdb,6CXEwIaXYfVJ84biCxqc9k","Jaane Kyun","Dostana (Original Motion Picture Soundtrack)","Vishal-Shekhar,Vishal Dadlani",2008-10-08,277986,60,spotify:user:rmal1103401,2022-02-20T08:37:50Z,"filmi,modern bollywood",0.778,0.812,4,-8.561,0,0.046,0.0573,0.00000828,0.243,0.791,99.962,4
3hCUkos0NxuSFl73oOHJzb,"0L5GV6LN8SWWUWIdBbTLTZ,0myVJmNOHZ7v7g8JVWGw8H,4fEkbug6kZzzJ8eYX6Kbbp,5cB4d4jPYjMT326sjihQ4m,1KIKn2xA1mgC7uJTcS1hEU","It's the Time to Disco","Kal Ho Naa Ho (Original Motion Picture Soundtrack)","Shankar-Ehsaan-Loy,Vasundhara Das,KK,Shaan,Loy Mendonsa",2003-09-20,333093,60,spotify:user:rmal1103401,2022-03-10T10:18:47Z,"filmi,modern bollywood",0.902,0.772,6,-8.29,0,0.0383,0.0452,0.000129,0.12,0.808,131.992,4
2r1CHpKRDdzHGJScn5UqjX,"1SJOL9HJ08YOn92lFcYf8a","Dil Chahta Hai","Dil Chahta Hai","Shankar Mahadevan",2001-06-22,310080,58,spotify:user:rmal1103401,2022-03-21T13:38:49Z,"filmi",0.813,0.554,10,-9.105,1,0.04,0.0906,0.00000123,0.0629,0.782,103.953,4
46elU7IBKWf55D5sjHGqO7,"1UdYhDdrXVNJMAKghjdU6v,6eMFGgGDh5iXU1POAK0cpe","Dil Dhadakne Do","Zindagi Na Milegi Dobara","Joi Barua,Suraj Jagan",2011-06-06,230318,61,spotify:user:rmal1103401,2022-04-27T22:22:08Z,"northeast indian indie,filmi,modern bollywood",0.778,0.599,2,-4.758,1,0.032,0.0705,0,0.59,0.949,116.951,4
3bZPdEskcnMdepwCaDSJRl,"6Mv8GjQa7LKUGCAqa9qqdb,5SuRAj1A9FEHj5NxS86YAm,3eDT9fwXKuHWFvgZaaYC5v","Bin Tere","I Hate Luv Storys (Original Motion Picture Soundtrack)","Vishal-Shekhar,Shafqat Amanat Ali,Sunidhi Chauhan",2010-05-25,330360,66,spotify:user:rmal1103401,2022-04-27T22:22:56Z,"filmi,modern bollywood,classic pakistani pop,sufi",0.585,0.698,9,-6.261,1,0.0392,0.42,0.00000359,0.363,0.621,139.831,4
0dLbrlAVPPjpPqnYfmJsWk,"2oSONSC9zQ4UonDKnLqksx,4mBxoO0pAcMbAwuTcrcLMc,1wRPtKGflJrBx9BmLsSwlU","Tera Hone Laga Hoon","Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack)","Atif Aslam,Alisha Chinai,Pritam",2009-11-06,299827,72,spotify:user:rmal1103401,2022-04-27T22:26:40Z,"classic pakistani pop,filmi,modern bollywood,sufi,indian instrumental",0.684,0.771,8,-5.353,1,0.0307,0.548,0,0.112,0.539,119.982,4
0v7rJIwQ2xeB1W19eU5IQS,"1dVygo6tRFXC8CSWURQJq2,0oOet2f43PA68X5RxKobEy","Main Hoon Na","Main Hoon Na","Sonu Nigam,Shreya Ghoshal",2004-02-27,361066,63,spotify:user:rmal1103401,2022-04-27T22:31:29Z,"filmi,modern bollywood",0.48,0.681,5,-8.002,1,0.163,0.284,0,0.125,0.74,88.003,4
2rOnSn2piaqLAlYjtfUBlY,"4f7KfxeHq9BiylGmyXepGt,1tqysapcCh1lWEAc9dIFpa,1sVmXkzX2ukc6QvasrDBES","Raataan Lambiyan (From Shershaah)","Raataan Lambiyan (From Shershaah)","Tanishk Bagchi,Jubin Nautiyal,Asees Kaur",2021-07-30,230292,78,spotify:user:rmal1103401,2022-09-04T20:21:02Z,"desi pop,filmi,modern bollywood,hare krishna",0.72,0.63,10,-5.549,1,0.0413,0.615,0,0.108,0.512,81.009,4
5MnAi6ZF7cE8pAz7wYr9Ta,"6Mv8GjQa7LKUGCAqa9qqdb,2oSONSC9zQ4UonDKnLqksx,3GdSQUH1BRtl9UrrtuwJlP","Dil Diyan Gallan","Tiger Zinda Hai","Vishal-Shekhar,Atif Aslam,Irshad Kamil",2017-12-12,260536,73,spotify:user:rmal1103401,2022-09-04T20:21:26Z,"filmi,modern bollywood,classic pakistani pop,sufi",0.716,0.64,2,-8.726,1,0.025,0.565,0.00139,0.127,0.485,105.012,4
6871FKHumiy1Wfr6vF7Xxt,"1wRPtKGflJrBx9BmLsSwlU,4YRxDV8wJFPHPTeXepOstw","Hawayein (From Jab Harry Met Sejal)","Hawayein (From Jab Harry Met Sejal)","Pritam,Arijit Singh",2017-07-26,289999,67,spotify:user:rmal1103401,2022-09-04T20:21:33Z,"filmi,indian instrumental,modern bollywood",0.606,0.601,2,-5.576,1,0.0283,0.796,0.000511,0.127,0.453,125.961,4
4iFPsNzNV7V9KJgcOX7TEO,"2oSONSC9zQ4UonDKnLqksx,1wRPtKGflJrBx9BmLsSwlU","Tu Jaane Na","Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack)","Atif Aslam,Pritam",2009-11-06,341933,70,spotify:user:rmal1103401,2022-09-04T20:22:04Z,"classic pakistani pop,filmi,modern bollywood,sufi,indian instrumental",0.702,0.86,7,-3.969,1,0.0345,0.361,0.00000133,0.133,0.829,120.042,4
4BOYIpYF7zTYtAkpjoD687,"0LyfQWJT6nXafLPZqxe9Of","","","",0000,0,0,spotify:user:rmal1103401,2022-09-04T20:22:18Z,"",0.539,0.551,8,-7.351,1,0.0361,0.651,0,0.124,0.556,75.899,4
4qRcjFkFqSpLBzcbLDt7HL,"5bv6NvAYNuvd2Vq13nHdG3","Ambarsariya","Fukrey","Sona Mohapatra",2013-05-14,248182,68,spotify:user:rmal1103401,2022-09-04T20:23:24Z,"filmi,modern bollywood",0.649,0.458,4,-7.632,0,0.0446,0.574,0,0.113,0.748,180.071,4
4wIWWEhbdgKAxhR68eE0Ye,"4YRxDV8wJFPHPTeXepOstw,5UJ2sHO2ELrgW6aXeRLTQQ","Mast Magan (From 2 States)","Groove With Arijit Singh","Arijit Singh,Chinmayi",2019-05-22,280161,73,spotify:user:rmal1103401,2022-09-04T20:37:32Z,"filmi,modern bollywood,marathi pop",0.659,0.774,7,-7.014,1,0.0372,0.606,0.000333,0.185,0.883,82.995,4
3t3wsY5IdLVzB9WidegJSU,"2oSONSC9zQ4UonDKnLqksx,0oOet2f43PA68X5RxKobEy,1mBydYMVBECdDmMfE2sEUO","Jeene Laga Hoon","Ramaiya Vastavaiya (Original Motion Picture Soundtrack)","Atif Aslam,Shreya Ghoshal,Sachin-Jigar",2013-07-19,236933,69,spotify:user:rmal1103401,2022-12-11T21:47:52Z,"classic pakistani pop,filmi,modern bollywood,sufi,gujarati pop",0.533,0.732,7,-7.901,0,0.0424,0.166,0.000189,0.138,0.554,90.315,4
53JA46jA1QroK2kQlyFlkM,"1mYsTxnqsietFxj1OgoGbG,1dVygo6tRFXC8CSWURQJq2,1EKK9k0IAwV1oeJfZITSYo","Inn Lamhon Ke Daaman Mein","Jodhaa Akbar (Original Motion Picture Soundtrack)","A.R. Rahman,Sonu Nigam,Madhushree",2007-12-31,397826,55,spotify:user:rmal1103401,2023-01-07T12:57:15Z,"filmi,modern bollywood,tamil pop",0.41,0.394,1,-7.986,1,0.0336,0.453,0.0000023,0.104,0.196,149.341,4
5pKh7avN31GpBe4JKhXKmF,"1wRPtKGflJrBx9BmLsSwlU,5GnnSrwNCGyfAU4zuIytiS","Pee Loon (From Once Upon A Time In Mumbaai)","Brilliant Melodist Pritam","Pritam,Mohit Chauhan",2022-06-13,285686,56,spotify:user:rmal1103401,2023-04-10T10:10:32Z,"filmi,indian instrumental,modern bollywood",0.656,0.721,8,-5.064,1,0.0364,0.277,0.000139,0.188,0.883,83.95,4
0ce9G1z2SstCXHJ9gTg6PB,"7qHsapL39aTQsPhixtzVvy","Pani da Rang (Male)","Putumayo Presents Indian Groove","Ayushmann Khurrana",2017-10-06,239333,53,spotify:user:rmal1103401,2023-04-10T10:15:10Z,"filmi,modern bollywood",0.676,0.664,4,-7.26,0,0.0299,0.181,0.00021,0.199,0.528,98.022,4
3xMHXmedL5Rvfxmiar9Ryv,"4zCH9qm4R2DADamUHMCa6O,4YRxDV8wJFPHPTeXepOstw,19LIHDDSHBD5NyYHI3gpzB,0m3D4grap8VFSzbJMqgNVk","Chaleya","Jawan","Anirudh Ravichander,Arijit Singh,Shilpa Rao,Kumaar",2023-09-05,200373,83,spotify:user:rmal1103401,2023-11-09T17:05:54Z,"desi hip hop,filmi,tamil hip hop,modern bollywood",0.575,0.845,0,-5.28,1,0.0852,0.393,0.0107,0.131,0.439,95.047,4
